time,theta,theta_dot,gamma,sign,u,duty
374.2777,-0.87,104.375,1.9048,-1,-0.32,1862
374.2877,-0.8503,116.6875,1.6525,-1,0.05,2076
374.2945,-0.8503,131.75,1.4834,-1,0.28,2210
374.3055,-0.8281,146.0,1.2145,-1,0.6,2396
374.3167,-0.7772,155.5,0.966,-1,0.79,2501
374.3235,-0.7772,162.8125,0.826,-1,0.79,2503
374.333,-0.7496,162.8125,0.6554,-1,0.83,2524
374.341,-0.7204,172.9375,0.5258,-1,0.83,2523
374.3513,-0.6906,176.3125,0.3789,-1,0.86,2540
374.3631,-0.6615,172.625,0.2451,-1,0.77,2489
374.3707,-0.6281,197.625,0.1806,-1,0.58,2384
374.3814,-0.5922,212.4375,0.1124,-1,0.47,2315
374.3904,-0.5555,217.0,0.0732,-1,0.32,2234
374.4001,-0.5177,224.3125,0.0445,-1,0.23,2180
374.4072,-0.5177,232.9375,0.0299,-1,0.16,2141
374.4182,-0.4374,243.375,0.0146,-1,0.12,2115
374.4294,-0.3953,249.0,0.0061,-1,0.07,2086
374.4366,-0.3953,256.625,0.0031,-1,0.04,2069
374.4457,-0.352,256.625,0.0015,-1,0.01,2056
374.4543,-0.3082,259.5,0.0008,-1,0.01,2052
374.4653,-0.2635,265.1875,0.0012,-1,-0.01,2045
374.471,-0.2178,270.4375,0.0012,-1,-0.0,2047
374.4821,-0.1713,274.9375,0.0019,-1,-0.01,2042
374.4932,-0.1247,276.125,0.0019,-1,-0.0,2046
374.5009,-0.0781,276.4375,0.0019,-1,-0.0,2046
374.5119,-0.0313,277.125,0.0019,-1,-0.0,2046
374.5177,-0.0313,277.125,0.0019,-1,-0.0,2046
374.5287,0.0156,277.0,0.0019,1,4.71,4095
374.5391,0.0624,274.875,0.0253,1,4.45,4095
374.5476,0.1088,274.875,0.1212,1,3.41,4011
374.559,0.1545,271.0,0.3467,1,2.21,3318
374.5656,0.1996,266.875,0.5039,1,1.59,2965
374.5763,0.244,262.375,0.7593,1,1.18,2725
374.5848,0.287,254.875,0.961,1,0.9,2567
374.5958,0.3291,249.4375,1.2237,1,0.49,2331
374.6024,0.3291,251.25,1.3833,1,0.22,2173
374.6134,0.414,251.375,1.6498,1,-0.18,1943
374.6245,0.4565,251.5,1.909,1,-0.48,1768
374.632,0.4565,246.625,2.0728,1,-0.58,1715
374.6407,0.4982,246.625,2.2469,1,-0.65,1672
374.6495,0.5391,242.0,2.4041,1,-0.68,1654
374.6608,0.579,236.0,2.5775,1,-0.69,1651
374.667,0.6173,227.125,2.658,1,-0.59,1709
374.678,0.6541,217.625,2.7815,1,-0.58,1713
374.6847,0.6891,207.25,2.8436,1,-0.48,1772
374.6957,0.7218,193.5,2.9264,1,-0.43,1800
374.7068,0.7519,177.625,2.989,1,-0.33,1855
374.714,0.7519,177.625,3.0196,1,-0.24,1906
374.7231,0.7791,161.4375,3.0492,1,-0.19,1940
374.7307,0.804,147.125,3.0687,1,-0.15,1962
374.7405,0.826,130.0,3.0875,1,-0.11,1985
374.7486,0.8454,115.125,3.0986,1,-0.07,2005
374.7596,0.8619,97.4375,3.1105,1,-0.06,2012
374.7707,0.8755,80.3125,3.1186,1,-0.04,2026
374.7783,0.8861,62.3125,3.1224,1,-0.02,2035
374.7893,0.8939,45.3125,3.1263,1,-0.01,2041
374.7964,0.8939,28.5625,3.1278,1,-0.0,2047
374.8055,0.8986,11.9375,3.1289,1,0.01,2051
374.8138,0.9006,11.9375,3.1293,1,0.01,2055
374.8243,0.8998,-4.875,3.1293,-1,-4.69,0
374.8305,0.8959,-22.6875,3.1213,-1,-4.55,0
374.8415,0.889,-40.6875,3.0097,-1,-3.5,32
374.8477,0.889,-58.6875,2.8916,-1,-2.44,642
374.8588,0.8791,-75.875,2.6331,-1,-1.6,1124
374.8647,0.8663,-75.875,2.4843,-1,-1.23,1341
374.8758,0.8509,-91.3125,2.2047,-1,-0.78,1600
374.8869,0.8328,-107.125,1.9221,-1,-0.34,1852
374.8957,0.8117,-124.3125,1.6981,-1,-0.01,2043
374.907,0.788,-140.5,1.4147,-1,0.39,2271
374.9151,0.7618,-154.8125,1.2161,-1,0.62,2406
374.9261,0.7335,-167.0,0.9656,-1,0.82,2522
374.9373,0.7038,-176.25,0.744,-1,0.87,2551
374.9469,0.6726,-184.625,0.5783,-1,0.86,2541
374.9581,0.6405,-190.0,0.4103,-1,0.88,2552
374.967,0.6063,-202.3125,0.2999,-1,0.79,2505
374.978,0.5703,-212.625,0.1929,-1,0.68,2440
374.9837,0.5359,-203.6875,0.1503,-1,0.52,2347
374.9948,0.4997,-214.3125,0.0871,-1,0.44,2301
375.0059,0.4614,-226.6875,0.0441,-1,0.32,2232
375.0134,0.4208,-240.9375,0.0253,-1,0.21,2170
375.0228,0.4208,-251.6875,0.01,-1,0.15,2134
375.0302,0.3782,-251.6875,0.0023,-1,0.1,2105
375.0412,0.3346,-257.75,-0.0038,-1,0.06,2083
375.0519,0.2896,-267.4375,-0.0058,-1,0.03,2063
375.061,0.2446,-267.4375,-0.0054,-1,0.0,2050
375.0722,0.1983,-273.6875,-0.0046,-1,0.0,2048
375.0787,0.1516,-277.1875,-0.0042,-1,0.0,2048
375.0897,0.1038,-282.25,-0.0035,-1,-0.0,2046
375.101,0.0557,-285.5,-0.0031,-1,0.0,2048
375.1108,0.0072,-287.0625,-0.0031,-1,0.0,2050
375.1221,-0.0412,-286.5,-0.0027,1,4.71,4095
375.1287,-0.0896,-286.5,0.0073,1,4.55,4095
375.1397,-0.1378,-285.75,0.12,1,3.51,4069
375.1464,-0.1858,-283.875,0.2451,1,2.49,3482
375.1575,-0.2333,-281.4375,0.4985,1,1.67,3009
375.1686,-0.28,-277.25,0.7647,1,1.17,2721
375.1757,-0.28,-277.25,0.9323,1,0.95,2593
375.1849,-0.3265,-274.75,1.1513,1,0.62,2403
375.1924,-0.3721,-270.625,1.3307,1,0.32,2229
375.2034,-0.4164,-262.25,1.5999,1,-0.12,1976
375.2147,-0.4603,-260.75,1.8688,1,-0.48,1772
375.2247,-0.5048,-262.75,2.0927,1,-0.66,1665
375.2357,-0.5493,-264.25,2.3136,1,-0.76,1611
375.2423,-0.5934,-260.75,2.4287,1,-0.68,1653
375.2522,-0.6364,-255.125,2.5794,1,-0.68,1658
375.259,-0.6364,-247.6875,2.6691,1,-0.61,1696
375.2701,-0.7186,-239.0,2.7918,1,-0.58,1712
375.2812,-0.7571,-228.125,2.8885,1,-0.49,1765
375.288,-0.7571,-228.125,2.9345,1,-0.37,1833
375.299,-0.7936,-202.3125,2.9936,1,-0.32,1866
375.3058,-0.8278,-202.3125,3.0219,1,-0.23,1913
375.3166,-0.8594,-187.0625,3.0553,1,-0.18,1944
375.3279,-0.8884,-171.375,3.0795,1,-0.12,1977
375.3348,-0.9144,-154.0,3.0902,1,-0.08,2003
375.3443,-0.9377,-138.5625,3.1009,1,-0.05,2018
375.3515,-0.9377,-121.125,3.1078,1,-0.05,2021
375.3626,-0.9759,-104.75,3.1159,1,-0.03,2028
375.3737,-0.9908,-87.5625,3.1213,1,-0.02,2037
375.3808,-0.9908,-87.5625,3.1239,1,-0.01,2041
375.39,-1.0025,-69.375,3.1263,1,-0.0,2046
375.3975,-1.0111,-51.0625,3.127,1,0.01,2054
375.4086,-1.0166,-33.0,3.1278,1,0.01,2055
375.4164,-1.0194,-15.6875,3.1278,1,0.02,2059
375.4274,-1.019,1.6875,3.1278,-1,-4.69,0
375.4385,-1.0157,19.375,3.0856,-1,-4.25,0
375.4459,-1.0095,37.25,2.9859,-1,-3.13,242
375.4546,-1.0002,55.25,2.8076,-1,-2.15,811
375.4624,-1.0002,73.375,2.6197,-1,-1.52,1170
375.4737,-0.9877,91.3125,2.3359,-1,-0.99,1477
375.481,-0.9723,91.3125,2.1483,-1,-0.68,1654
375.4921,-0.954,107.8125,1.868,-1,-0.26,1899
375.5032,-0.9333,136.4375,1.5865,-1,0.15,2132
375.5124,-0.9103,136.4375,1.3568,-1,0.47,2320
375.5236,-0.8845,152.3125,1.0899,-1,0.75,2479
375.5322,-0.8564,167.25,0.9012,-1,0.84,2532
375.5432,-0.8266,175.625,0.6888,-1,0.9,2566
375.549,-0.7956,183.8125,0.5898,-1,0.82,2521
375.56,-0.7627,194.4375,0.4215,-1,0.9,2564
375.5711,-0.7297,195.125,0.2811,-1,0.84,2532
375.5797,-0.6968,195.375,0.1967,-1,0.68,2438
375.5888,-0.66,218.1875,0.13,-1,0.54,2359
375.5964,-0.66,218.1875,0.0882,-1,0.42,2288
375.6075,-0.6204,239.125,0.0449,-1,0.32,2233
375.6138,-0.58,239.125,0.028,-1,0.23,2178
375.6247,-0.5383,247.625,0.0084,-1,0.17,2144
375.636,-0.4951,256.25,-0.0012,-1,0.09,2098
375.6429,-0.4502,266.125,-0.0038,-1,0.04,2073
375.6524,-0.4042,272.375,-0.005,-1,0.02,2059
375.6597,-0.3569,280.5,-0.005,-1,0.01,2052
375.6707,-0.309,283.125,-0.0046,-1,0.0,2049
375.6819,-0.2602,288.75,-0.0046,-1,0.01,2051
375.689,-0.2602,288.75,-0.0038,-1,-0.0,2045
375.6983,-0.2105,294.5625,-0.0038,-1,0.01,2051
375.7057,-0.1602,298.375,-0.0038,-1,0.01,2051
375.7168,-0.1097,299.4375,-0.0038,-1,0.01,2051
375.7281,-0.0591,299.4375,-0.0038,-1,0.01,2051
375.7377,-0.0085,299.75,-0.0038,-1,0.01,2051
375.7468,0.0421,299.5,-0.0038,1,4.72,4095
375.7544,0.0925,298.75,0.01,1,4.52,4095
375.7654,0.1425,295.8125,0.1312,1,3.42,4017
375.7718,0.1425,291.1875,0.2512,1,2.44,3450
375.7828,0.2401,286.6875,0.5058,1,1.64,2993
375.7939,0.2877,281.75,0.7727,1,1.16,2714
375.8014,0.2877,281.75,0.9511,1,0.91,2572
375.8125,0.3339,265.125,1.2149,1,0.5,2336
375.8205,0.3788,265.125,1.4097,1,0.18,2151
375.8316,0.4236,265.125,1.6778,1,-0.23,1915
375.84,0.4684,265.125,1.8776,1,-0.47,1778
375.8508,0.5122,259.8125,2.115,1,-0.66,1669
375.8568,0.5552,254.625,2.2346,1,-0.65,1673
375.8678,0.5972,248.3125,2.4317,1,-0.72,1633
375.8789,0.6375,238.4375,2.5997,1,-0.7,1645
375.888,0.6763,229.25,2.7132,1,-0.61,1699
375.8991,0.7131,218.25,2.8252,1,-0.54,1737
375.906,0.7476,204.0,2.882,1,-0.43,1800
375.9153,0.7476,187.5,2.9445,1,-0.37,1832
375.9227,0.7793,187.5,2.9844,1,-0.31,1871
375.9338,0.8081,169.9375,3.03,1,-0.24,1907
375.9415,0.8339,153.375,3.0534,1,-0.17,1948
375.9525,0.857,136.6875,3.0787,1,-0.14,1970
375.9636,0.8773,119.625,3.096,1,-0.09,1998
375.9733,0.8946,102.0625,3.1059,1,-0.05,2019
375.9846,0.9088,83.875,3.1144,1,-0.03,2028
375.9936,0.9198,65.5,3.119,1,-0.02,2038
376.0042,0.9276,46.0625,3.1228,1,-0.01,2043
376.0103,0.9324,28.4375,3.1239,1,0.01,2052
376.0214,0.9342,10.75,3.1259,1,0.01,2051
376.0271,0.9342,-6.875,3.1266,-1,-4.7,0
376.0381,0.933,-24.875,3.0975,-1,-4.38,0
376.0446,0.9289,-24.875,3.0239,-1,-3.39,94
376.0556,0.9216,-43.5,2.8064,-1,-2.24,760
376.0667,0.911,-62.5625,2.5361,-1,-1.38,1254
376.0762,0.8973,-80.625,2.296,-1,-0.91,1521
376.0875,0.8808,-97.625,2.0091,-1,-0.47,1779
376.0962,0.8612,-115.5625,1.7879,-1,-0.14,1968
376.1072,0.8388,-132.375,1.5098,-1,0.26,2197
376.1129,0.8136,-149.75,1.3683,-1,0.43,2294
376.124,0.7859,-163.875,1.1095,-1,0.67,2435
376.1351,0.7567,-172.0,0.8748,-1,0.8,2509
376.143,0.7254,-185.1875,0.7256,-1,0.8,2508
376.1523,0.7254,-190.4375,0.5695,-1,0.82,2518
376.1597,0.6932,-190.4375,0.4594,-1,0.8,2509
376.1708,0.6603,-229.5625,0.3156,-1,0.82,2523
376.1811,0.6215,-202.625,0.2094,-1,0.72,2462
376.19,0.5872,-202.625,0.1404,-1,0.56,2371
376.2013,0.5498,-220.875,0.0805,-1,0.41,2284
376.208,0.5108,-231.5,0.0556,-1,0.29,2212
376.2189,0.469,-247.1875,0.028,-1,0.21,2169
376.2271,0.4249,-261.0625,0.0142,-1,0.15,2132
376.2382,0.3794,-269.4375,0.0042,-1,0.08,2096
376.2486,0.3323,-278.8125,0.0,-1,0.04,2071
376.2559,0.2845,-282.8125,-0.0008,-1,0.01,2054
376.2649,0.2845,-289.1875,-0.0012,-1,0.01,2051
376.2726,0.2356,-289.1875,-0.0008,-1,-0.0,2045
376.2837,0.186,-300.0,0.0,-1,-0.01,2044
376.2939,0.1352,-305.5625,0.0008,-1,-0.01,2043
376.303,0.0836,-305.5625,0.0008,-1,-0.0,2047
376.3119,0.0316,-308.25,0.0008,-1,-0.0,2047
376.3197,-0.0206,-309.6875,0.0008,1,4.71,4095
376.3308,-0.073,-310.1875,0.0341,1,4.36,4095
376.3384,-0.1254,-310.3125,0.1243,1,3.34,3969
376.3494,-0.1777,-310.4375,0.3432,1,2.22,3324
376.3605,-0.2299,-308.8125,0.6071,1,1.43,2869
376.3675,-0.2299,-306.1875,0.7743,1,1.16,2715
376.3769,-0.2816,-305.375,0.9944,1,0.86,2545
376.3842,-0.3332,-305.375,1.1689,1,0.6,2391
376.3953,-0.3836,-298.875,1.435,1,0.16,2138
376.4064,-0.4333,-294.6875,1.7043,1,-0.27,1893
376.414,-0.4837,-298.5625,1.8799,1,-0.44,1795
376.425,-0.5349,-303.5,2.1184,1,-0.62,1688
376.4339,-0.586,-302.25,2.2902,1,-0.65,1673
376.4438,-0.6367,-300.8125,2.4571,1,-0.66,1667
376.4515,-0.6862,-293.125,2.5698,1,-0.61,1697
376.4626,-0.7346,-287.0625,2.7063,1,-0.58,1712
376.4737,-0.7816,-277.75,2.8172,1,-0.51,1753
376.4811,-0.8266,-266.875,2.877,1,-0.41,1811
376.4921,-0.8695,-254.375,2.9468,1,-0.34,1850
376.4978,-0.8695,-254.375,2.9763,1,-0.26,1895
376.5089,-0.9099,-239.375,3.0204,1,-0.22,1922
376.52,-0.9477,-223.5625,3.0526,1,-0.16,1957
376.5273,-0.9826,-206.5,3.0687,1,-0.11,1984
376.5386,-1.0146,-190.0625,3.0864,1,-0.07,2005
376.5468,-1.044,-173.3125,3.096,1,-0.05,2019
376.5573,-1.0703,-156.0,3.1052,1,-0.03,2029
376.5689,-1.0936,-137.75,3.1128,1,-0.02,2034
376.576,-1.1137,-119.0625,3.1167,1,-0.02,2038
376.5853,-1.1306,-100.125,3.1205,1,-0.01,2042
376.5927,-1.1306,-81.75,3.1228,1,-0.0,2046
376.6038,-1.1553,-63.5,3.1251,1,0.0,2050
376.6149,-1.1626,-44.4375,3.1266,1,0.01,2052
376.6224,-1.1626,-44.4375,3.127,1,0.02,2057
376.6311,-1.167,-25.6875,3.127,1,0.02,2060
376.6402,-1.1681,-6.25,3.127,1,0.02,2060
376.6515,-1.1659,12.9375,3.127,-1,-4.69,0
376.6602,-1.1605,31.875,3.1186,-1,-4.58,0
376.6712,-1.1518,50.9375,3.0062,-1,-3.49,39
376.677,-1.1401,69.4375,2.8954,-1,-2.45,635
376.688,-1.1253,87.9375,2.6377,-1,-1.62,1116
376.6992,-1.1073,106.5,2.3585,-1,-1.03,1453
376.707,-1.0861,125.3125,2.1595,-1,-0.69,1649
376.7181,-1.0621,142.5,1.878,-1,-0.28,1889
376.7246,-1.0621,142.5,1.7115,-1,-0.03,2030
376.7357,-1.0358,171.75,1.4354,-1,0.35,2251
376.7423,-1.0067,171.75,1.2721,-1,0.54,2356
376.7532,-0.9751,187.4375,1.0216,-1,0.77,2492
376.7645,-0.9414,199.625,0.7881,-1,0.89,2561
376.7715,-0.9066,206.0,0.6596,-1,0.85,2536
376.7808,-0.8699,217.75,0.5074,-1,0.87,2548
376.7882,-0.8699,225.125,0.3992,-1,0.87,2546
376.7992,-0.7963,209.875,0.2638,-1,0.83,2525
376.8104,-0.7554,242.0,0.1626,-1,0.67,2431
376.8179,-0.7554,242.0,0.1127,-1,0.49,2333
376.8289,-0.7123,264.625,0.061,-1,0.38,2264
376.8362,-0.6675,264.625,0.0383,-1,0.26,2195
376.8475,-0.6218,270.9375,0.015,-1,0.18,2154
376.8552,-0.5742,281.875,0.0061,-1,0.11,2109
376.8657,-0.525,291.1875,0.0,-1,0.06,2081
376.8773,-0.4748,298.25,-0.0019,-1,0.02,2059
376.8846,-0.423,306.5625,-0.0019,-1,0.0,2049
376.8937,-0.3708,309.875,-0.0012,-1,-0.01,2044
376.9013,-0.3708,314.8125,-0.0004,-1,-0.01,2042
376.9124,-0.2634,320.9375,0.0,-1,-0.0,2046
376.9236,-0.2085,325.4375,0.0004,-1,-0.0,2045
376.9309,-0.2085,325.4375,0.0004,-1,-0.0,2047
376.94,-0.1533,326.9375,0.0004,-1,-0.0,2047
376.948,-0.0981,326.875,0.0004,-1,-0.0,2047
376.9582,-0.043,326.5,0.0004,-1,-0.0,2047
376.9695,0.0121,325.875,0.0004,1,4.71,4095
376.977,0.0669,325.0,0.0153,1,4.49,4095
376.9856,0.1213,322.375,0.1005,1,3.58,4095
376.9933,0.1213,317.0,0.2366,1,2.59,3542
377.0047,0.2275,311.6875,0.4959,1,1.69,3022
377.0112,0.2275,311.6875,0.6516,1,1.33,2813
377.0211,0.2791,305.5,0.8863,1,1.0,2625
377.0281,0.3293,297.3125,1.0527,1,0.76,2486
377.0392,0.3782,289.75,1.3181,1,0.34,2243
377.0466,0.4272,289.9375,1.4998,1,0.02,2060
377.0576,0.4761,289.25,1.7641,1,-0.33,1856
377.0688,0.525,289.5,2.0149,1,-0.56,1724
377.0761,0.5728,282.8125,2.1679,1,-0.63,1685
377.085,0.5728,282.8125,2.3351,1,-0.67,1660
377.0927,0.6196,277.375,2.4655,1,-0.66,1667
377.1041,0.6653,270.125,2.6285,1,-0.67,1662
377.112,0.7092,260.0625,2.7243,1,-0.58,1712
377.1223,0.7514,249.6875,2.8279,1,-0.53,1740
377.1287,0.7916,237.75,2.8808,1,-0.43,1797
377.1398,0.829,221.5,2.9541,1,-0.38,1828
377.1509,0.8635,204.125,3.0089,1,-0.29,1878
377.1581,0.8951,186.25,3.0361,1,-0.22,1923
377.1674,0.8951,168.8125,3.0626,1,-0.17,1951
377.1749,0.9236,168.8125,3.0791,1,-0.13,1974
377.1859,0.949,149.75,3.0967,1,-0.09,1994
377.1916,0.9714,133.0625,3.104,1,-0.07,2007
377.2027,0.9907,113.625,3.1147,1,-0.06,2015
377.2125,1.0067,94.3125,3.1216,1,-0.04,2024
377.2201,1.0193,74.9375,3.1255,1,-0.03,2032
377.2289,1.0193,54.75,3.1278,1,-0.01,2044
377.2365,1.0286,54.75,3.1293,1,-0.0,2047
377.2479,1.0347,36.25,3.1301,1,0.01,2054
377.256,1.0376,17.3125,3.1301,1,0.02,2057
377.2658,1.0374,-1.625,3.1309,-1,-4.7,0
377.2741,1.0339,-20.75,3.1239,-1,-4.6,0
377.2852,1.027,-40.5,3.0154,-1,-3.54,10
377.2909,1.027,-60.3125,2.9096,-1,-2.52,596
377.3019,1.0032,-79.9375,2.6538,-1,-1.66,1092
377.313,0.9865,-98.875,2.375,-1,-1.06,1437
377.3205,0.9865,-116.4375,2.1859,-1,-0.73,1627
377.331,0.9668,-116.4375,1.9182,-1,-0.33,1855
377.3377,0.9441,-134.8125,1.7484,-1,-0.08,2001
377.3487,0.9181,-153.75,1.4707,-1,0.31,2228
377.3565,0.889,-171.5,1.279,-1,0.55,2362
377.3675,0.8573,-187.25,1.0247,-1,0.76,2488
377.3784,0.824,-197.75,0.8,-1,0.87,2551
377.3853,0.7884,-210.1875,0.6727,-1,0.83,2525
377.3947,0.7517,-216.875,0.5185,-1,0.86,2541
377.402,0.7517,-221.875,0.4115,-1,0.85,2537
377.4131,0.7143,-243.4375,0.2734,-1,0.84,2531
377.4233,0.6731,-244.375,0.176,-1,0.69,2444
377.4323,0.6318,-244.375,0.1139,-1,0.52,2347
377.4411,0.592,-235.5,0.0706,-1,0.39,2271
377.4489,0.549,-254.5,0.0426,-1,0.29,2216
377.46,0.5035,-269.25,0.0161,-1,0.21,2171
377.4678,0.4554,-284.625,0.005,-1,0.13,2125
377.4789,0.4055,-295.0625,-0.0035,-1,0.08,2095
377.49,0.3531,-310.3125,-0.0065,-1,0.04,2069
377.4971,0.3008,-310.3125,-0.0069,-1,0.02,2057
377.5064,0.3008,-320.75,-0.0065,-1,0.01,2051
377.5139,0.2465,-320.75,-0.0061,-1,0.0,2050
377.5249,0.1915,-325.5625,-0.0054,-1,0.0,2048
377.5358,0.1356,-331.625,-0.005,-1,0.0,2050
377.5432,0.0791,-334.8125,-0.0046,-1,0.0,2048
377.5522,0.0223,-336.375,-0.0046,-1,0.01,2051
377.5605,-0.0346,-336.5625,-0.0046,1,4.72,4095
377.5715,-0.0912,-336.0,0.0349,1,4.3,4095
377.5826,-0.1479,-335.4375,0.1952,1,2.98,3762
377.5901,-0.2042,-333.6875,0.3582,1,2.0,3202
377.6012,-0.2599,-329.8125,0.6216,1,1.4,2855
377.6079,-0.2599,-327.1875,0.7823,1,1.16,2714
377.6175,-0.3151,-327.1875,1.0082,1,0.84,2533
377.6252,-0.3696,-323.4375,1.1892,1,0.56,2368
377.6357,-0.4228,-315.5,1.4423,1,0.14,2127
377.6473,-0.4762,-315.4375,1.7215,1,-0.27,1891
377.6546,-0.5299,-318.125,1.891,1,-0.43,1800
377.6651,-0.584,-321.125,2.115,1,-0.6,1702
377.6732,-0.6377,-317.875,2.2718,1,-0.63,1686
377.6843,-0.6904,-312.5625,2.4574,1,-0.65,1671
377.6954,-0.7418,-304.5,2.6143,1,-0.62,1690
377.7029,-0.7917,-295.875,2.7036,1,-0.53,1740
377.7118,-0.7917,-284.625,2.7934,1,-0.48,1768
377.7196,-0.8398,-284.625,2.8597,1,-0.43,1802
377.7307,-0.8856,-256.8125,2.9345,1,-0.36,1838
377.7378,-0.9291,-256.8125,2.9725,1,-0.28,1887
377.7489,-0.9695,-240.0625,3.0177,1,-0.22,1919
377.76,-1.0072,-222.1875,3.0511,1,-0.16,1953
377.769,-1.0417,-204.4375,3.0706,1,-0.11,1984
377.7789,-1.0733,-186.8125,3.086,1,-0.07,2006
377.7869,-1.1018,-168.9375,3.0952,1,-0.05,2021
377.7979,-1.127,-149.75,3.1044,1,-0.03,2032
377.8091,-1.149,-130.1875,3.1121,1,-0.02,2033
377.8179,-1.1677,-110.1875,3.117,1,-0.02,2036
377.8288,-1.1831,-90.8125,3.1216,1,-0.01,2040
377.8354,-1.1831,-71.5,3.1232,1,0.0,2050
377.8465,-1.2039,-52.0,3.1255,1,0.0,2049
377.8576,-1.2093,-32.0,3.1266,1,0.01,2054
377.8651,-1.2093,-12.3125,3.127,1,0.02,2057
377.8738,-1.2114,-12.3125,3.127,1,0.02,2060
377.8826,-1.2101,7.9375,3.127,-1,-4.69,0
377.8939,-1.2054,27.875,3.1025,-1,-4.44,0
377.9002,-1.1972,47.75,3.0357,-1,-3.49,36
377.9112,-1.1859,67.4375,2.8264,-1,-2.33,703
377.9185,-1.1713,86.4375,2.6526,-1,-1.6,1128
377.9295,-1.1533,106.3125,2.3765,-1,-1.06,1438
377.9406,-1.1321,125.5625,2.0939,-1,-0.6,1704
377.9479,-1.1321,142.3125,1.9067,-1,-0.32,1866
377.957,-1.108,142.3125,1.677,-1,0.02,2058
377.9647,-1.0815,157.5,1.4849,-1,0.28,2209
377.9757,-1.0518,175.8125,1.2161,-1,0.61,2398
377.9835,-1.0191,193.25,1.0385,-1,0.73,2470
377.9944,-0.9848,203.0,0.8115,-1,0.86,2540
378.0056,-0.9489,213.1875,0.6109,-1,0.87,2551
378.0125,-0.9106,226.25,0.5035,-1,0.8,2509
378.0219,-0.8703,238.4375,0.3735,-1,0.82,2519
378.0292,-0.8703,215.0625,0.2857,-1,0.78,2494
378.0403,-0.834,250.75,0.1799,-1,0.69,2444
378.05,-0.7917,250.75,0.1124,-1,0.52,2349
378.0578,-0.7466,266.5625,0.074,-1,0.39,2270
378.0666,-0.6993,281.0625,0.0422,-1,0.3,2220
378.0756,-0.6509,286.125,0.0199,-1,0.22,2173
378.0852,-0.6005,298.8125,0.0054,-1,0.14,2130
378.0923,-0.5486,307.625,-0.0008,-1,0.09,2099
378.1033,-0.495,317.0625,-0.0054,-1,0.05,2076
378.1145,-0.44,326.4375,-0.0065,-1,0.02,2059
378.1216,-0.44,331.25,-0.0065,-1,0.01,2053
378.1309,-0.3841,336.5625,-0.0061,-1,0.01,2050
378.1386,-0.3272,336.5625,-0.0058,-1,0.0,2050
378.149,-0.2693,343.5625,-0.0054,-1,0.0,2050
378.1607,-0.2103,349.5625,-0.005,-1,0.0,2050
378.168,-0.1508,352.9375,-0.005,-1,0.01,2052
378.1786,-0.0911,353.3125,-0.005,-1,0.01,2052
378.1869,-0.0314,353.75,-0.005,-1,0.01,2052
378.1979,0.0282,353.375,-0.005,1,4.72,4095
378.209,0.088,353.8125,0.0349,1,4.3,4095
378.2165,0.1474,351.25,0.13,1,3.26,3923
378.2276,0.2059,347.0,0.3547,1,2.15,3284
378.2347,0.2059,341.625,0.5223,1,1.57,2953
378.2437,0.2636,341.625,0.7386,1,1.21,2744
378.2522,0.3202,335.125,0.9396,1,0.94,2591
378.263,0.3753,326.0,1.1938,1,0.55,2367
378.269,0.4303,326.0,1.3392,1,0.29,2212
378.28,0.4855,326.875,1.603,1,-0.08,2001
378.2857,0.4855,327.6875,1.7368,1,-0.25,1903
378.2968,0.5409,325.25,1.9834,1,-0.49,1766
378.3067,0.5959,325.25,2.1848,1,-0.6,1701
378.3141,0.6502,320.625,2.3217,1,-0.6,1701
378.3231,0.7033,314.875,2.4678,1,-0.62,1692
378.332,0.7552,307.375,2.5947,1,-0.6,1699
378.3417,0.8053,296.3125,2.7125,1,-0.57,1719
378.3488,0.8053,286.4375,2.7853,1,-0.5,1757
378.3598,0.8997,272.0625,2.8797,1,-0.46,1783
378.3709,0.943,255.9375,2.9518,1,-0.36,1838
378.3784,0.943,236.4375,2.9893,1,-0.27,1891
378.3895,0.983,218.5625,3.0319,1,-0.22,1921
378.397,1.0199,218.5625,3.0534,1,-0.15,1959
378.4082,1.0536,199.25,3.0772,1,-0.12,1980
378.4144,1.0842,180.75,3.0871,1,-0.08,2002
378.4254,1.1117,162.5625,3.1006,1,-0.06,2013
378.4333,1.1357,142.25,3.1082,1,-0.05,2020
378.4443,1.1565,122.375,3.1167,1,-0.04,2025
378.4554,1.1737,101.875,3.1224,1,-0.02,2034
378.4627,1.1876,82.125,3.1251,1,-0.01,2040
378.4716,1.1876,62.3125,3.127,1,0.0,2048
378.4794,1.1981,62.3125,3.1282,1,0.01,2051
378.4903,1.2052,21.6875,3.1289,1,0.01,2054
378.4983,1.209,21.6875,3.1289,1,0.02,2058
378.5082,1.2091,1.0,3.1297,1,0.01,2053
378.5151,1.2058,-19.625,3.1297,-1,-4.69,0
378.5262,1.199,-39.875,3.0871,-1,-4.25,0
378.5319,1.199,-59.875,3.0147,-1,-3.26,171
378.5423,1.1889,-80.1875,2.8053,-1,-2.2,783
378.5525,1.1753,-100.1875,2.5598,-1,-1.42,1231
378.5615,1.1584,-100.1875,2.3324,-1,-0.97,1487
378.5725,1.1381,-119.625,2.0505,-1,-0.53,1741
378.5791,1.1147,-139.1875,1.8837,-1,-0.28,1884
378.589,1.0876,-160.0625,1.6333,-1,0.08,2095
378.5962,1.0574,-178.5,1.4527,-1,0.33,2237
