time,theta,theta_dot,gamma,sign,u,duty
364.1404,0.0057,-0.4375,-0.0694,-1,0.1,2107
364.1514,0.0057,-0.375,-0.0694,-1,0.1,2107
364.1621,0.0057,-0.625,-0.0694,-1,0.1,2107
364.1706,0.0056,-0.625,-0.0694,-1,0.1,2107
364.1819,0.0054,-0.6875,-0.0694,-1,0.1,2107
364.1904,0.0054,-0.6875,-0.0694,-1,0.1,2107
364.2014,0.0053,-0.6875,-0.0694,-1,0.1,2107
364.2094,0.0051,-0.9375,-0.0694,-1,0.1,2107
364.22,0.0049,-0.875,-0.0694,-1,0.1,2107
364.2311,0.0047,-1.0,-0.0694,-1,0.1,2107
364.2408,0.0046,-0.9375,-0.0694,-1,0.1,2107
364.2497,0.0044,-1.0,-0.0694,-1,0.1,2107
364.2575,0.0042,-1.0,-0.0694,-1,0.1,2107
364.2685,0.0041,-0.8125,-0.0694,-1,0.1,2107
364.2745,0.0041,-0.8125,-0.0694,-1,0.1,2107
364.2848,0.0039,-1.125,-0.0694,-1,0.1,2107
364.292,0.0037,-0.9375,-0.0694,-1,0.1,2107
364.3031,0.0035,-1.1875,-0.0694,-1,0.1,2107
364.3143,0.0034,-1.125,-0.0694,-1,0.1,2107
364.3237,0.0032,-1.125,-0.0694,-1,0.1,2107
364.335,0.003,-1.0,-0.0694,-1,0.1,2107
364.3439,0.0028,-0.9375,-0.0694,-1,0.1,2107
364.3549,0.0027,-1.0625,-0.0694,-1,0.1,2107
364.3629,0.0025,-0.9375,-0.0694,-1,0.1,2107
364.3739,0.0022,-1.125,-0.0694,-1,0.1,2107
364.3847,0.0021,-1.0625,-0.0694,-1,0.1,2107
364.3944,0.002,-0.875,-0.0694,-1,0.1,2107
364.4033,0.0019,-0.875,-0.0694,-1,0.1,2107
364.411,0.0017,-0.9375,-0.0694,-1,0.1,2107
364.4221,0.0015,-0.9375,-0.0694,-1,0.1,2107
364.4281,0.0015,-0.9375,-0.0694,-1,0.1,2107
364.4384,0.0014,-0.9375,-0.0694,-1,0.1,2107
364.4459,0.0012,-0.9375,-0.0694,-1,0.1,2107
364.4569,0.001,-0.75,-0.0694,-1,0.1,2107
364.4682,0.0009,-0.8125,-0.0694,-1,0.1,2107
364.4775,0.0009,-0.6875,-0.0694,-1,0.1,2107
364.4888,0.0007,-0.625,-0.0694,-1,0.1,2107
364.4975,0.0007,-0.5625,-0.0694,-1,0.1,2107
364.5085,0.0007,-0.5,-0.0694,-1,0.1,2107
364.5164,0.0007,-0.4375,-0.0694,-1,0.1,2107
364.5275,0.0007,-0.4375,-0.0694,-1,0.1,2107
364.5377,0.0007,-0.3125,-0.0694,-1,0.1,2107
364.5464,0.0007,-0.5,-0.0694,-1,0.1,2107
364.5553,0.0007,-0.3125,-0.0694,-1,0.1,2107
364.563,0.0007,-0.1875,-0.0694,-1,0.1,2107
364.5742,0.0007,-0.25,-0.0694,-1,0.1,2107
364.5808,0.0007,-0.25,-0.0694,-1,0.1,2107
364.5912,0.0007,-0.1875,-0.0694,-1,0.1,2107
364.5988,0.0007,-0.0625,-0.0694,-1,0.1,2107
364.6098,0.0007,0.0625,-0.0694,1,4.82,4095
364.6206,0.0007,0.125,-0.0694,1,4.82,4095
364.63,0.0007,0.0625,-0.0694,1,4.82,4095
364.6404,0.0007,0.1875,-0.0694,1,4.82,4095
364.6487,0.0007,0.25,-0.0694,1,4.82,4095
364.659,0.0007,0.25,-0.0694,1,4.82,4095
364.6655,0.0007,0.3125,-0.0694,1,4.82,4095
364.6751,0.0007,0.375,-0.0694,1,4.82,4095
364.6828,0.0007,0.375,-0.0694,1,4.82,4095
364.6927,0.0009,0.625,-0.0694,1,4.82,4095
364.7009,0.0009,0.4375,-0.0694,1,4.82,4095
364.7119,0.0009,0.5,-0.0694,1,4.82,4095
364.7186,0.0009,0.625,-0.0694,1,4.82,4095
364.7296,0.0009,0.5625,-0.0694,1,4.82,4095
364.7354,0.0009,0.5625,-0.0694,1,4.82,4095
364.7464,0.0009,0.5625,-0.0694,1,4.82,4095
364.7575,0.001,0.75,-0.0694,1,4.82,4095
364.7662,0.0012,0.75,-0.0694,1,4.82,4095
364.7774,0.0012,0.5,-0.0694,1,4.82,4095
364.7862,0.0012,0.6875,-0.0694,1,4.82,4095
364.7975,0.0014,0.75,-0.0694,1,4.82,4095
364.8063,0.0015,0.8125,-0.0694,1,4.82,4095
364.8168,0.0017,0.75,-0.0694,1,4.82,4095
364.8254,0.0019,0.9375,-0.0694,1,4.82,4095
364.8352,0.0019,0.8125,-0.0694,1,4.82,4095
364.8423,0.0021,0.875,-0.0694,1,4.82,4095
364.8533,0.0022,0.75,-0.0694,1,4.82,4095
364.859,0.0022,0.75,-0.0694,1,4.82,4095
364.8701,0.0024,0.875,-0.0694,1,4.82,4095
364.877,0.0026,0.875,-0.0694,1,4.82,4095
364.8878,0.0027,0.875,-0.0694,1,4.82,4095
364.8991,0.0028,0.9375,-0.0694,1,4.82,4095
364.9089,0.003,0.875,-0.0694,1,4.82,4095
364.9175,0.0031,0.6875,-0.0694,1,4.82,4095
364.9258,0.0033,0.9375,-0.0694,1,4.82,4095
364.9347,0.0034,0.8125,-0.0694,1,4.82,4095
364.9422,0.0034,0.6875,-0.0694,1,4.82,4095
364.9536,0.0035,0.625,-0.0694,1,4.82,4095
364.961,0.0036,0.625,-0.0694,1,4.82,4095
364.9716,0.0037,0.625,-0.0694,1,4.82,4095
364.98,0.0039,0.6875,-0.0694,1,4.82,4095
364.99,0.0039,0.5625,-0.0694,1,4.82,4095
364.9977,0.004,0.75,-0.0694,1,4.82,4095
365.0088,0.0041,0.625,-0.0694,1,4.82,4095
365.0144,0.0041,0.625,-0.0694,1,4.82,4095
365.0255,0.0042,0.5625,-0.0694,1,4.82,4095
365.0314,0.0042,0.5625,-0.0694,1,4.82,4095
365.0424,0.0042,0.5,-0.0694,1,4.82,4095
365.0537,0.0042,0.4375,-0.0694,1,4.82,4095
365.0634,0.0042,0.25,-0.0694,1,4.82,4095
365.0721,0.0042,0.3125,-0.0694,1,4.82,4095
365.0815,0.0042,0.25,-0.0694,1,4.82,4095
365.0905,0.0042,0.1875,-0.0694,1,4.82,4095
365.0981,0.0042,0.125,-0.0694,1,4.82,4095
365.1092,0.0042,0.0,-0.0694,0,2.46,3465
365.1155,0.0042,0.0,-0.0694,0,2.46,3465
365.1252,0.0042,0.0,-0.0694,0,2.46,3465
365.1336,0.0042,0.125,-0.0694,1,4.82,4095
365.1437,0.0042,0.0625,-0.0694,1,4.82,4095
365.1517,0.0042,-0.0625,-0.0694,-1,0.1,2107
365.1627,0.0042,-0.1875,-0.0694,-1,0.1,2107
365.1738,0.0042,-0.125,-0.0694,-1,0.1,2107
365.183,0.0042,-0.25,-0.0694,-1,0.1,2107
365.1918,0.0042,-0.3125,-0.0694,-1,0.1,2107
365.1995,0.0042,-0.3125,-0.0694,-1,0.1,2107
365.2108,0.0042,-0.4375,-0.0694,-1,0.1,2107
365.2175,0.0042,-0.4375,-0.0694,-1,0.1,2107
365.2285,0.0042,-0.4375,-0.0694,-1,0.1,2107
365.236,0.0042,-0.3125,-0.0694,-1,0.1,2107
365.2468,0.0042,-0.5625,-0.0694,-1,0.1,2107
365.2581,0.0042,-0.4375,-0.0694,-1,0.1,2107
365.2676,0.0042,-0.4375,-0.0694,-1,0.1,2107
365.2767,0.0041,-0.75,-0.0694,-1,0.1,2107
365.2851,0.004,-0.625,-0.0694,-1,0.1,2107
365.2961,0.0039,-0.6875,-0.0694,-1,0.1,2107
365.3018,0.0039,-0.6875,-0.0694,-1,0.1,2107
365.3123,0.0037,-0.625,-0.0694,-1,0.1,2107
365.3224,0.0036,-0.75,-0.0694,-1,0.1,2107
365.331,0.0034,-0.75,-0.0694,-1,0.1,2107
365.3419,0.0034,-0.75,-0.0694,-1,0.1,2107
365.3504,0.0033,-0.75,-0.0694,-1,0.1,2107
365.3617,0.0031,-0.6875,-0.0694,-1,0.1,2107
365.3701,0.003,-0.75,-0.0694,-1,0.1,2107
365.3811,0.0029,-0.625,-0.0694,-1,0.1,2107
365.3889,0.0028,-0.6875,-0.0694,-1,0.1,2107
365.3999,0.0026,-0.9375,-0.0694,-1,0.1,2107
365.4104,0.0025,-0.6875,-0.0694,-1,0.1,2107
365.4198,0.0024,-0.8125,-0.0694,-1,0.1,2107
365.4288,0.0022,-0.6875,-0.0694,-1,0.1,2107
365.4364,0.0022,-0.75,-0.0694,-1,0.1,2107
365.4475,0.002,-0.75,-0.0694,-1,0.1,2107
365.4533,0.002,-0.75,-0.0694,-1,0.1,2107
365.4638,0.0019,-0.8125,-0.0694,-1,0.1,2107
365.4753,0.0017,-0.75,-0.0694,-1,0.1,2107
365.4845,0.0015,-0.6875,-0.0694,-1,0.1,2107
365.4957,0.0015,-0.5625,-0.0694,-1,0.1,2107
365.5043,0.0015,-0.625,-0.0694,-1,0.1,2107
365.5156,0.0014,-0.6875,-0.0694,-1,0.1,2107
365.524,0.0014,-0.5625,-0.0694,-1,0.1,2107
365.5351,0.0014,-0.5,-0.0694,-1,0.1,2107
365.5428,0.0014,-0.5625,-0.0694,-1,0.1,2107
365.5539,0.0014,-0.5,-0.0694,-1,0.1,2107
365.5645,0.0014,-0.4375,-0.0694,-1,0.1,2107
365.5741,0.0014,-0.375,-0.0694,-1,0.1,2107
365.5832,0.0014,-0.375,-0.0694,-1,0.1,2107
365.5908,0.0014,-0.1875,-0.0694,-1,0.1,2107
365.6019,0.0014,-0.3125,-0.0694,-1,0.1,2107
365.6077,0.0014,-0.3125,-0.0694,-1,0.1,2107
365.6182,0.0014,-0.25,-0.0694,-1,0.1,2107
365.6294,0.0014,-0.1875,-0.0694,-1,0.1,2107
365.6386,0.0014,-0.1875,-0.0694,-1,0.1,2107
365.6498,0.0014,-0.0625,-0.0694,-1,0.1,2107
365.6583,0.0014,-0.0625,-0.0694,-1,0.1,2107
365.6696,0.0014,0.0625,-0.0694,1,4.82,4095
365.678,0.0014,0.125,-0.0694,1,4.82,4095
365.689,0.0014,0.125,-0.0694,1,4.82,4095
365.6971,0.0014,0.1875,-0.0694,1,4.82,4095
365.7075,0.0014,0.1875,-0.0694,1,4.82,4095
365.7142,0.0014,0.3125,-0.0694,1,4.82,4095
365.7252,0.0014,0.125,-0.0694,1,4.82,4095
365.7309,0.0014,0.125,-0.0694,1,4.82,4095
365.7419,0.0014,0.125,-0.0694,1,4.82,4095
365.7526,0.0014,0.25,-0.0694,1,4.82,4095
365.7616,0.0014,0.25,-0.0694,1,4.82,4095
365.7728,0.0014,0.4375,-0.0694,1,4.82,4095
365.7818,0.0014,0.375,-0.0694,1,4.82,4095
365.7908,0.0014,0.375,-0.0694,1,4.82,4095
365.7998,0.0014,0.4375,-0.0694,1,4.82,4095
365.8092,0.0014,0.4375,-0.0694,1,4.82,4095
365.8165,0.0014,0.4375,-0.0694,1,4.82,4095
365.8275,0.0014,0.5625,-0.0694,1,4.82,4095
365.8335,0.0014,0.5625,-0.0694,1,4.82,4095
365.8445,0.0015,0.625,-0.0694,1,4.82,4095
365.8521,0.0015,0.4375,-0.0694,1,4.82,4095
365.8626,0.0015,0.375,-0.0694,1,4.82,4095
365.8702,0.0015,0.3125,-0.0694,1,4.82,4095
365.8813,0.0015,0.3125,-0.0694,1,4.82,4095
365.8924,0.0015,0.3125,-0.0694,1,4.82,4095
365.9014,0.0015,0.25,-0.0694,1,4.82,4095
365.9099,0.0015,0.25,-0.0694,1,4.82,4095
365.9174,0.0015,0.375,-0.0694,1,4.82,4095
365.9291,0.0015,0.3125,-0.0694,1,4.82,4095
365.9366,0.0015,0.3125,-0.0694,1,4.82,4095
365.9473,0.0015,0.375,-0.0694,1,4.82,4095
365.9556,0.0015,0.3125,-0.0694,1,4.82,4095
365.9668,0.0015,0.4375,-0.0694,1,4.82,4095
365.9753,0.0015,0.25,-0.0694,1,4.82,4095
365.9852,0.0015,0.3125,-0.0694,1,4.82,4095
365.9919,0.0015,0.125,-0.0694,1,4.82,4095
366.003,0.0015,0.25,-0.0694,1,4.82,4095
366.0087,0.0015,0.25,-0.0694,1,4.82,4095
366.0198,0.0015,0.375,-0.0694,1,4.82,4095
366.0263,0.0015,0.375,-0.0694,1,4.82,4095
366.0374,0.0015,0.25,-0.0694,1,4.82,4095
366.0485,0.0015,0.125,-0.0694,1,4.82,4095
366.0581,0.0015,0.0,-0.0694,0,2.46,3465
366.0694,0.0015,0.0625,-0.0694,1,4.82,4095
366.0788,0.0015,0.0625,-0.0694,1,4.82,4095
366.0901,0.0015,0.125,-0.0694,1,4.82,4095
366.0972,0.0015,0.0625,-0.0694,1,4.82,4095
366.1066,0.0015,0.0625,-0.0694,1,4.82,4095
366.1139,0.0015,0.0,-0.0694,0,2.46,3465
366.1249,0.0015,-0.0625,-0.0694,-1,0.1,2107
366.1309,0.0015,-0.0625,-0.0694,-1,0.1,2107
366.1412,0.0015,0.0,-0.0694,0,2.46,3465
366.1476,0.0015,0.0,-0.0694,0,2.46,3465
366.1587,0.0015,-0.1875,-0.0694,-1,0.1,2107
366.1698,0.0015,-0.3125,-0.0694,-1,0.1,2107
366.179,0.0015,-0.1875,-0.0694,-1,0.1,2107
366.1879,0.0015,-0.25,-0.0694,-1,0.1,2107
366.1956,0.0015,-0.1875,-0.0694,-1,0.1,2107
366.2068,0.0015,-0.3125,-0.0694,-1,0.1,2107
366.213,0.0015,-0.3125,-0.0694,-1,0.1,2107
366.2233,0.0015,-0.3125,-0.0694,-1,0.1,2107
366.231,0.0015,-0.25,-0.0694,-1,0.1,2107
366.242,0.0015,-0.375,-0.0694,-1,0.1,2107
366.2531,0.0015,-0.4375,-0.0694,-1,0.1,2107
366.2625,0.0015,-0.4375,-0.0694,-1,0.1,2107
366.2737,0.0015,-0.375,-0.0694,-1,0.1,2107
366.2824,0.0015,-0.5625,-0.0694,-1,0.1,2107
366.2924,0.0014,-0.625,-0.0694,-1,0.1,2107
366.2991,0.0012,-0.625,-0.0694,-1,0.1,2107
366.3102,0.0012,-0.5,-0.0694,-1,0.1,2107
366.3213,0.0012,-0.5625,-0.0694,-1,0.1,2107
366.3286,0.0012,-0.625,-0.0694,-1,0.1,2107
366.3375,0.0012,-0.625,-0.0694,-1,0.1,2107
366.3461,0.0012,-0.5,-0.0694,-1,0.1,2107
366.3569,0.0012,-0.5,-0.0694,-1,0.1,2107
366.3653,0.0012,-0.375,-0.0694,-1,0.1,2107
366.3756,0.0012,-0.375,-0.0694,-1,0.1,2107
366.3831,0.0012,-0.375,-0.0694,-1,0.1,2107
366.3941,0.0012,-0.4375,-0.0694,-1,0.1,2107
366.4052,0.0012,-0.4375,-0.0694,-1,0.1,2107
366.4128,0.0011,-0.25,-0.0694,-1,0.1,2107
366.422,0.0011,-0.3125,-0.0694,-1,0.1,2107
366.4294,0.0011,-0.3125,-0.0694,-1,0.1,2107
366.4405,0.0011,0.1875,-0.0694,1,4.82,4095
366.448,0.0011,0.1875,-0.0694,1,4.82,4095
366.459,0.0011,0.4375,-0.0694,1,4.82,4095
366.4666,0.0013,0.625,-0.0694,1,4.82,4095
366.4777,0.0015,0.6875,-0.0694,1,4.82,4095
366.4882,0.0015,0.625,-0.0694,1,4.82,4095
366.4981,0.0015,0.375,-0.0694,1,4.82,4095
366.5066,0.0015,0.0625,-0.0694,1,4.82,4095
366.5141,0.0015,-0.4375,-0.0694,-1,0.1,2107
366.5258,0.0013,-1.0,-0.0694,-1,0.1,2107
366.5325,0.0013,-1.0,-0.0694,-1,0.1,2107
366.5421,0.001,-1.6875,-0.0694,-1,0.1,2107
366.5505,0.0006,-2.5625,-0.0694,-1,0.1,2107
366.5615,0.0,-3.3125,-0.0694,-1,0.1,2107
366.5672,-0.0007,-4.375,-0.0694,1,4.82,4095
366.5783,-0.0016,-5.3125,-0.0694,1,4.82,4095
366.5894,-0.0028,-6.4375,-0.0694,1,4.82,4095
366.5964,-0.0028,-7.3125,-0.0694,1,4.82,4095
366.6057,-0.0057,-7.3125,-0.0694,1,4.82,4095
366.6131,-0.0088,-8.5,-0.0694,1,4.82,4095
366.6242,-0.0122,-9.625,-0.0694,1,4.82,4095
366.6316,-0.0157,-10.5,-0.0694,1,4.82,4095
366.6426,-0.0192,-11.625,-0.0694,1,4.82,4095
366.653,-0.023,-12.5,-0.0694,1,4.82,4095
366.6602,-0.0267,-13.6875,-0.0694,1,4.82,4095
366.6694,-0.0305,-14.6875,-0.0694,1,4.82,4095
366.6769,-0.0305,-15.875,-0.0694,1,4.82,4095
366.688,-0.0346,-16.8125,-0.0694,1,4.82,4095
366.6945,-0.0388,-16.8125,-0.0694,1,4.82,4095
366.7054,-0.043,-17.9375,-0.0694,1,4.82,4095
366.7166,-0.0472,-19.0625,-0.0694,1,4.82,4095
366.7235,-0.0518,-20.0625,-0.0694,1,4.82,4095
366.7329,-0.0568,-21.3125,-0.0694,1,4.82,4095
366.7402,-0.0568,-22.5,-0.0694,1,4.82,4095
366.7513,-0.0646,-23.6875,-0.0694,1,4.82,4095
366.7624,-0.0688,-25.25,-0.0694,1,4.82,4095
366.7699,-0.0688,-25.25,-0.0694,1,4.82,4095
366.7787,-0.0734,-26.8125,-0.0694,1,4.82,4095
366.7874,-0.0782,-28.6875,-0.0694,1,4.82,4095
366.7972,-0.0835,-31.0,-0.0694,1,4.82,4095
366.8054,-0.0892,-33.8125,-0.0694,1,4.82,4095
366.8164,-0.0955,-37.5625,-0.0694,1,4.82,4095
366.8275,-0.1026,-41.8125,-0.0694,1,4.82,4095
366.8372,-0.1104,-46.375,-0.0694,1,4.82,4095
366.8479,-0.1191,-51.0625,-0.0694,1,4.82,4095
366.8567,-0.1286,-56.4375,-0.0694,1,4.82,4095
366.8677,-0.1391,-61.8125,-0.0694,1,4.82,4095
366.8734,-0.1391,-68.5,-0.0694,1,4.82,4095
366.8845,-0.1634,-75.6875,-0.0694,1,4.82,4095
366.8956,-0.1774,-82.9375,-0.0694,1,4.82,4095
366.9026,-0.1774,-90.6875,-0.0694,1,4.82,4095
366.9119,-0.1928,-90.6875,-0.0694,1,4.82,4095
366.9193,-0.2095,-99.25,-0.0694,1,4.82,4095
366.9304,-0.2278,-107.5625,-0.0694,1,4.82,4095
366.9416,-0.2472,-115.375,-0.0694,1,4.82,4095
366.9515,-0.2678,-121.9375,-0.0694,1,4.82,4095
366.9628,-0.2893,-127.0625,-0.0694,1,4.82,4095
366.9692,-0.3115,-131.375,-0.0694,1,4.82,4095
366.9803,-0.3343,-135.125,-0.0694,1,4.82,4095
366.9868,-0.3343,-137.9375,-0.0694,1,4.82,4095
366.9979,-0.3812,-139.9375,-0.0694,1,4.82,4095
367.009,-0.405,-140.5625,-0.0694,1,4.82,4095
367.0156,-0.405,-140.5625,-0.0694,1,4.82,4095
367.0266,-0.4286,-139.8125,-0.0694,1,4.82,4095
367.0324,-0.4519,-138.3125,-0.0694,1,4.82,4095
367.0433,-0.4748,-135.6875,-0.0694,1,4.82,4095
367.0546,-0.4971,-131.8125,-0.0694,1,4.82,4095
367.0637,-0.5185,-126.9375,-0.0694,1,4.82,4095
367.0747,-0.5389,-120.8125,-0.0694,1,4.82,4095
367.0805,-0.5581,-113.5,-0.0694,1,4.82,4095
367.0915,-0.5758,-104.5625,-0.0694,1,4.82,4095
367.1026,-0.5916,-94.0,-0.0694,1,4.82,4095
367.1096,-0.5916,-83.125,-0.0694,1,4.82,4095
367.119,-0.6056,-83.125,-0.0694,1,4.82,4095
367.1263,-0.6178,-72.0,-0.0694,1,4.82,4095
367.1374,-0.6281,-60.625,-0.0694,1,4.82,4095
367.1486,-0.6364,-49.375,-0.0694,1,4.82,4095
367.1579,-0.6429,-37.9375,-0.0694,1,4.82,4095
367.1693,-0.6474,-26.75,-0.0694,1,4.82,4095
367.176,-0.65,-15.375,-0.0694,1,4.82,4095
367.1869,-0.6506,-3.75,-0.0694,1,4.82,4095
367.1952,-0.6492,7.8125,-0.0694,-1,0.1,2107
367.2062,-0.6459,19.3125,-0.0694,-1,0.1,2107
367.2162,-0.6408,30.875,-0.0694,-1,0.1,2107
367.2237,-0.6336,42.25,-0.0694,-1,0.1,2107
367.2325,-0.6336,53.5,-0.0694,-1,0.1,2107
367.2404,-0.6246,53.5,-0.0694,-1,0.1,2107
367.2515,-0.6137,75.6875,-0.0694,-1,0.1,2107
367.2589,-0.6009,75.6875,-0.0694,-1,0.1,2107
367.2695,-0.5862,86.375,-0.0694,-1,0.1,2107
367.2811,-0.5699,96.75,-0.0694,-1,0.1,2107
367.2883,-0.5518,107.0,-0.0694,-1,0.1,2107
367.2974,-0.5322,116.8125,-0.0694,-1,0.1,2107
367.305,-0.5322,126.625,-0.0694,-1,0.1,2107
367.3161,-0.4878,135.75,-0.0694,-1,0.1,2107
367.3272,-0.4635,144.375,-0.0694,-1,0.1,2107
367.3347,-0.4635,144.375,-0.0694,-1,0.1,2107
367.3436,-0.4377,152.6875,-0.0694,-1,0.1,2107
367.3519,-0.4105,160.5625,-0.0694,-1,0.1,2107
367.3618,-0.3821,168.125,-0.0694,-1,0.1,2107
367.3696,-0.3526,174.8125,-0.0694,-1,0.1,2107
367.3807,-0.322,181.1875,-0.0694,-1,0.1,2107
367.3918,-0.2904,186.875,-0.0694,-1,0.1,2107
367.4008,-0.258,192.0,-0.0694,-1,0.1,2107
367.4106,-0.2249,196.1875,-0.0694,-1,0.1,2107
367.4175,-0.2249,200.25,-0.0694,-1,0.1,2107
367.4286,-0.1566,203.5625,-0.0694,-1,0.1,2107
367.4397,-0.1219,206.0,-0.0694,-1,0.1,2107
367.4466,-0.1219,207.875,-0.0694,-1,0.1,2107
367.4561,-0.0868,207.875,-0.0694,-1,0.1,2107
367.464,-0.0515,208.9375,-0.0694,-1,0.1,2107
367.4747,-0.0161,209.4375,-0.0694,-1,0.1,2107
367.4861,0.0193,209.5625,-0.0694,1,4.82,4095
367.4931,0.0545,208.6875,-0.0694,1,4.82,4095
367.5023,0.0895,207.0,-0.0694,1,4.82,4095
367.5098,0.0895,204.875,-0.0694,1,4.82,4095
367.5209,0.1583,202.0,-0.0694,1,4.82,4095
367.5269,0.1583,202.0,-0.0694,1,4.82,4095
367.538,0.191,194.0,-0.0694,1,4.82,4095
367.5491,0.223,183.9375,-0.0694,1,4.82,4095
367.5581,0.254,183.9375,-0.0694,1,4.82,4095
367.5694,0.2841,178.125,-0.0694,1,4.82,4095
367.578,0.3131,171.625,-0.0694,1,4.82,4095
367.5888,0.341,164.625,-0.0694,1,4.82,4095
367.5948,0.3675,156.875,-0.0694,1,4.82,4095
367.6058,0.3925,148.6875,-0.0694,1,4.82,4095
367.6115,0.3925,140.3125,-0.0694,1,4.82,4095
367.6226,0.4162,131.4375,-0.0694,1,4.82,4095
367.6337,0.4385,122.1875,-0.0694,1,4.82,4095
367.6409,0.4591,122.1875,-0.0694,1,4.82,4095
367.6501,0.4781,112.5625,-0.0694,1,4.82,4095
367.6588,0.4956,102.5625,-0.0694,1,4.82,4095
367.6687,0.5111,92.25,-0.0694,1,4.82,4095
367.6764,0.525,81.8125,-0.0694,1,4.82,4095
367.6874,0.5369,71.1875,-0.0694,1,4.82,4095
367.6985,0.5471,60.1875,-0.0694,1,4.82,4095
367.7067,0.5553,49.125,-0.0694,1,4.82,4095
367.7178,0.5618,37.875,-0.0694,1,4.82,4095
367.7249,0.5618,26.375,-0.0694,1,4.82,4095
367.7339,0.5663,26.375,-0.0694,1,4.82,4095
367.7415,0.5688,15.1875,-0.0694,1,4.82,4095
367.7526,0.5695,3.75,-0.0694,1,4.82,4095
367.761,0.5682,-7.625,-0.0694,-1,0.1,2107
367.771,0.565,-19.0,-0.0694,-1,0.1,2107
367.7781,0.5599,-30.4375,-0.0694,-1,0.1,2107
367.7892,0.5301,-41.5,-0.0694,-1,0.1,2107
367.8003,0.5212,-52.5625,-0.0694,-1,0.1,2107
367.8073,0.5212,-63.625,-0.0694,-1,0.1,2107
367.8166,0.5104,-74.3125,-0.0694,-1,0.1,2107
367.8241,0.4979,-74.3125,-0.0694,-1,0.1,2107
367.8344,0.4834,-85.0625,-0.0694,-1,0.1,2107
367.8463,0.4674,-95.1875,-0.0694,-1,0.1,2107
367.8538,0.4496,-105.375,-0.0694,-1,0.1,2107
367.8651,0.4302,-115.1875,-0.0694,-1,0.1,2107
367.8741,0.4092,-124.5625,-0.0694,-1,0.1,2107
367.8839,0.3866,-133.4375,-0.0694,-1,0.1,2107
367.8908,0.3626,-142.125,-0.0694,-1,0.1,2107
367.9019,0.3372,-150.3125,-0.0694,-1,0.1,2107
367.913,0.3104,-158.25,-0.0694,-1,0.1,2107
367.9198,0.3104,-165.3125,-0.0694,-1,0.1,2107
367.9294,0.2825,-172.125,-0.0694,-1,0.1,2107
367.9368,0.2534,-172.125,-0.0694,-1,0.1,2107
367.9478,0.2233,-178.5625,-0.0694,-1,0.1,2107
367.959,0.1922,-184.0,-0.0694,-1,0.1,2107
367.9681,0.1602,-189.0625,-0.0694,-1,0.1,2107
367.9794,0.1276,-193.3125,-0.0694,-1,0.1,2107
367.9877,0.0942,-197.4375,-0.0694,-1,0.1,2107
367.9987,0.0604,-200.4375,-0.0694,-1,0.1,2107
368.0099,0.0261,-203.1875,-0.0694,-1,0.1,2107
368.0194,-0.0085,-204.9375,-0.0694,1,4.82,4095
368.0307,-0.0433,-206.0625,-0.0694,1,4.82,4095
368.0392,-0.0783,-206.8125,-0.0694,1,4.82,4095
368.0502,-0.1132,-206.6875,-0.0694,1,4.82,4095
368.0613,-0.1479,-205.75,-0.0694,1,4.82,4095
368.071,-0.1825,-204.375,-0.0694,1,4.82,4095
368.0822,-0.2165,-201.9375,-0.0694,1,4.82,4095
368.0907,-0.2503,-199.3125,-0.0694,1,4.82,4095
368.1017,-0.2832,-195.75,-0.0694,1,4.82,4095
368.1129,-0.3156,-191.4375,-0.0694,1,4.82,4095
368.1226,-0.3471,-186.75,-0.0694,1,4.82,4095
368.1338,-0.3778,-181.4375,-0.0694,1,4.82,4095
368.1425,-0.4074,-175.6875,-0.0694,1,4.82,4095
368.1535,-0.4359,-169.1875,-0.0694,1,4.82,4095
368.1592,-0.4635,-162.4375,-0.0694,1,4.82,4095
368.1703,-0.4896,-154.875,-0.0694,1,4.82,4095
368.1814,-0.5144,-147.0625,-0.0694,1,4.82,4095
368.1892,-0.5378,-138.375,-0.0694,1,4.82,4095
368.2002,-0.5597,-129.6875,-0.0694,1,4.82,4095
368.2059,-0.5597,-129.6875,-0.0694,1,4.82,4095
368.217,-0.5801,-111.0,-0.0694,1,4.82,4095
368.2273,-0.5988,-101.125,-0.0694,1,4.82,4095
368.2355,-0.6158,-101.125,-0.0694,1,4.82,4095
368.2468,-0.6313,-91.0,-0.0694,1,4.82,4095
368.2526,-0.6448,-80.625,-0.0694,1,4.82,4095
368.2636,-0.6567,-70.125,-0.0694,1,4.82,4095
368.2739,-0.6667,-59.3125,-0.0694,1,4.82,4095
368.2826,-0.675,-48.4375,-0.0694,1,4.82,4095
368.2917,-0.6813,-37.25,-0.0694,1,4.82,4095
368.2993,-0.6813,-37.25,-0.0694,1,4.82,4095
368.3104,-0.6856,-14.9375,-0.0694,1,4.82,4095
368.3165,-0.6881,-14.9375,-0.0694,1,4.82,4095
368.3274,-0.6888,-3.6875,-0.0694,1,4.82,4095
368.3386,-0.6874,7.75,-0.0694,-1,0.1,2107
368.3482,-0.6843,18.75,-0.0694,-1,0.1,2107
368.3574,-0.6791,30.1875,-0.0694,-1,0.1,2107
368.3649,-0.6722,41.1875,-0.0694,-1,0.1,2107
368.376,-0.6634,52.125,-0.0694,-1,0.1,2107
368.3818,-0.6634,63.0625,-0.0694,-1,0.1,2107
368.3928,-0.6527,73.625,-0.0694,-1,0.1,2107
